AAA,Anaa,Anaa
AAB,Arrabury,Arrabury
AAC,International,El Arish
AAD,Adado,Adado
AAE,Rabah Bitat,Annaba
AAF,Regional,Apalachicola
AAG,Avelino Vieira,Arapoti
AAH,Merzbrueck,Aachen
AAI,Arraias,Arraias
AAJ,Cajana,Awaradam
AAK,Aranuka,Aranuka
AAL,Airport,Aalborg
AAM,Mala Mala,Mala Mala
AAN,International,Al Ain
AAO,Anaco,Anaco
AAP,AP Tumenggung Pranoto,Samarinda
AAQ,Vityazevo,Anapa
AAR,Airport,Aarhus
AAS,Apalapsili,Apalapsili
AAT,Altay,Altay
AAU,Asau,Asau
AAV,Allah Valley,Surallah
AAX,Araxa,Araxa
AAY,Al Ghaydah,Al Ghaydah
AAZ,Quetzaltenango,Quetzaltenango
ABA,Abakan,Abakan
ABB,International,Asaba
ABC,Airport,Albacete
ABD,Abadan,Abadan
ABE,Lehigh Valley Intl,Allentown
ABF,Abaiang,Abaiang
ABG,Abingdon Downs,Abingdon Downs
ABH,Alpha,Alpha
ABI,Regional,Abilene
ABJ,Felix Houphouet-Boigny,Abidjan
ABK,Kebri Dehar,Kebri Dehar
ABL,Ambler,Ambler
ABM,Northern Peninsula,Bamaga
ABN,Albina,Albina
ABO,Aboisso,Aboisso
ABP,Atkamba,Atkamba
ABQ,International Sunport,Albuquerque
ABR,Regional,Aberdeen
ABS,Abu Simbel,Abu Simbel
ABT,Al-Aqiq,Al Baha
ABU,Haliwen,Atambua
ABV,Nnamdi Azikiwe Intl,Abuja
ABW,Abau,Abau
ABX,Albury,Albury
ABY,Southwest Georgia Rgnl,Albany
ABZ,Dyce,Aberdeen
ACA,Juan N. Alvarez Intl,Acapulco
ACB,Antrim County,Bellaire
ACC,Kotoka Intl,Accra
ACD,Alcides Fernandez,Acandi
ACE,Lanzarote,Lanzarote
ACH,St Gallen-Altenrhein,Altenrhein
ACI,Alderney,Alderney
ACJ,Anuradhapura,Anuradhapura
ACK,Memorial,Nantucket
ACL,Aguaclara,Aguaclara
ACM,Arica,Arica
ACN,International,Ciudad Acuna
ACP,Sahand,Maragheh
ACR,Araracuara,Araracuara
ACS,Achinsk,Achinsk
ACT,Regional,Waco
ACU,Achutupo,Achutupo
ACV,Arcata Apt,Arcata/Eureka
ACX,Xingyi,Xingyi
ACY,International,Atlantic City
ACZ,Zabol,Zabol
ADA,Sakirpasa,Adana
ADB,Adnan Menderes,Izmir
ADC,Andakombe,Andakombe
ADD,Bole Intl,Addis Ababa
ADE,International,Aden
ADF,Adiyaman,Adiyaman
ADG,Lenawee County,Adrian
ADH,Aldan,Aldan
ADI,Arandis,Arandis
ADJ,Marka Intl,Amman
ADK,Adak Island,Adak Island
ADL,International,Adelaide
ADM,Municipal,Ardmore
ADN,Andes,Andes
ADO,Andamooka,Andamooka
ADP,Gal Oya,Ampara
ADQ,Kodiak Airport,Kodiak
ADR,Robert F. Swinnie,Andrews
ADS,Addison,Dallas
ADT,Municipal,Ada
ADU,Ardabil,Ardabil
ADV,Addeain,Addeain
ADW,Joint Base Andrews,Camp Springs
ADX,Leuchars RAF,St Andrews
ADY,Alldays,Alldays
ADZ,Gustavo R. Pinilla Int,San Andres Island
AEA,Abemama,Abemama
AEB,Youjiang,Baise
AEE,Adareil,Adareil
AEG,Aekgodang,Padangsidempuan
AEH,Abeche,Abeche
AEK,Aseki,Aseki
AEL,Municipal,Albert Lea
AEM,Amgu,Amgu
AEO,Aioun El Atrouss,Aioun el Atrouss
AEP,Jorge Newbery,Buenos Aires
AEQ,Ar Horqin,Chifeng
AER,International,Sochi
AES,Vigra,Alesund
AET,Allakaket,Allakaket
AEU,Abu Musa Island,Abu Musa Island
AEX,International,Alexandria
AEY,Akureyri,Akureyri
AFA,San Rafael,San Rafael
AFD,Port Alfred,Port Alfred
AFF,USAF Academy Airfield,Colorado Springs
AFI,Amalfi,Amalfi
AFK,Kondavattavan Tank SPB,Ampara
AFL,Oswaldo Marques Dias,Alta Floresta
AFN,Silver Ranch,Jaffrey
AFO,Municipal,Afton
AFR,Afore,Afore
AFS,Zarafshan,Zarafshan
AFT,Afutara,Afutara
AFW,Alliance,Fort Worth
AFY,Afyon,Afyon
AFZ,Sabzevar,Sabzevar
AGA,Al Massira,Agadir
AGB,Augsburg Airport,Munich
AGC,Allegheny County,Pittsburgh
AGD,Anggi,Anggi
AGE,Wangerooge,Wangerooge
AGF,La Garenne,Agen
AGG,Angoram,Angoram
AGH,Airport,Angelholm/Helsingborg
AGI,Wageningen,Wageningen
AGJ,Aguni,Aguni
AGK,Kagua,Kagua
AGL,Wanigela,Wanigela
AGN,Sea Plane Base,Angoon
AGO,Municipal,Magnolia
AGP,Airport,Malaga
AGQ,G.Karaiskakis,Agrinion
AGR,Agra,Agra
AGS,Regional (Bush Field),Augusta
AGT,Guarani Intl,Ciudad del Este
AGU,Jesus Teran Peredo Int,Aguascalientes
AGV,Oswaldo Guevara Mujica,Acarigua
AGW,Agnew,Agnew
AGX,Agatti Island,Agatti Island
AGZ,Aggeneys,Aggeneys
AHB,Abha,Abha
AHC,Amedee AAF,Herlong
AHD,Downtown Executive,Ardmore
AHE,Ahe,Ahe
AHF,Municipal,Arapahoe
AHH,Municipal,Amery
AHI,Amahai,Amahai
AHJ,Aba/Hongyuan,Aba/Hongyuan
AHL,Aishalton,Aishalton
AHM,Municipal,Ashland
AHN,Ben Epps,Athens
AHO,Fertilia,Alghero
AHS,Ahuas,Ahuas
AHU,Cherif El Idrissi,Al Hoceima
AHW,Saih Rawl,Saih Rawl
AHY,Ambatolahy,Ambatolahy
AHZ,L'Alpe-d'Huez,L'Alpe-d'Huez
AIA,Municipal,Alliance
AIC,Ailinglapalap,Airok
AID,Municipal,Anderson
AIE,Aiome,Aiome
AIF,Marcelo P. Halzhausen,Assis
AIG,Yalinga,Yalinga
AIH,Aiambak,Aiambak
AII,Ali Sabieh,Ali Sabieh
AIK,Municipal,Aiken
AIL,Ailigandi,Ailigandi
AIM,Ailuk Island,Ailuk Island
AIN,Wainwright,Wainwright
AIO,Municipal,Atlantic
AIP,Adampur,Adampur
AIR,Aripuana,Aripuana
AIS,Arorae,Arorae
AIT,Aitutaki Island,Aitutaki Island
AIU,Atiu Island,Atiu Island
AIV,George Downer,Aliceville
AIW,Ai-Ais,Ai-Ais
AIZ,Lee C Fine Memorial,Kaiser/Lake Ozark
AJA,Napoleon Bonaparte,Ajaccio
AJF,Jouf,Jouf
AJI,Agri,Agri
AJJ,Akjoujt,Akjoujt
AJK,Arak,Arak
AJL,Lengpui,Aizawl
AJN,Ouani,Anjouan
AJR,Arvidsjaur,Arvidsjaur
AJS,Punta Abreojos,Punta Abreojos
AJU,Santa Maria,Aracaju
AJY,Manu Dayak Intl,Agadez
AKA,Fuqiang,Ankang
AKB,Atka,Atka
AKC,Akron Fulton Intl,Akron/Canton
AKD,Akola,Akola
AKE,Akieni,Akieni
AKF,Kufra,Kufra
AKG,Anguganak,Anguganak
AKH,Prince Sultan AB,Al Kharj
AKI,Akiak,Akiak
AKJ,Asahikawa,Asahikawa
AKK,Akhiok,Akhiok
AKL,International,Auckland
AKM,Zakouma,Zakouma
AKN,King Salmon,King Salmon
AKO,Colorado Plains Rgnl,Akron
AKP,Anaktuvuk Pass,Anaktuvuk Pass
AKQ,Astra Ksetra,Menggala
AKR,Akure,Akure
AKS,Gwaunaru'u,Auki
AKT,RAF Station,Akrotiri
AKU,Aksu,Aksu
AKV,Akulivik,Akulivik
AKW,Aghajari,Aghajari
AKX,Aktobe,Aktobe
AKY,Sittwe,Sittwe
ALA,International,Almaty
ALB,International,Albany
ALC,Airport,Alicante
ALD,Alerta,Alerta
ALE,Casparis Municipal,Alpine
ALF,Alta,Alta
ALG,Houari Boumediene,Algiers
ALH,Albany,Albany
ALI,International,Alice
ALJ,Alexander Bay,Alexander Bay
ALK,Asela,Asela
ALL,Albenga,Albenga
ALM,White Sands Regional,Alamogordo
ALN,St Louis Regional,Alton
ALO,Regional,Waterloo
ALP,International,Aleppo
ALQ,G.Machado Ramos,Alegrete
ALR,Alexandra,Alexandra
ALS,San Luis Valley Rgnl,Alamosa
ALT,Alenquer,Alenquer
ALU,Alula,Alula
ALW,Regional,Walla Walla
ALX,Thomas C Russell Field,Alexander City
ALY,El Nouzha,Alexandria
ALZ,Sea Plane Base,Alitak
AMA,Rick Husband Intl,Amarillo
AMB,Ambilobe,Ambilobe
AMC,Am Timan,Am Timan
AMD,S.VallabhBhai Patel,Ahmedabad
AME,Alto Molocue,Alto Molocue
AMF,Ama,Ama
AMG,Amboin,Amboin
AMH,Arba Minch,Arba Minch
AMI,Selaparang,Mataram
AMJ,Cirilo Queiroz,Almenara
AMK,Animas Air Park,Durango
AML,Puerto Armuelles,Puerto Armuelles
AMM,Queen Alia Intl,Amman
AMN,Gratiot Community,Alma
AMO,Mao,Mao
AMP,Ampanihy,Ampanihy
AMQ,Pattimura,Ambon
AMS,Schiphol Airport,Amsterdam
AMT,Amata,Amata
AMU,Amanab,Amanab
AMV,Amderma,Amderma
AMW,Municipal,Ames
AMX,Ammaroo,Ammaroo
AMY,Ambatomainty,Ambatomainty
AMZ,Ardmore,Ardmore
ANA,Angama,Maasai Mara
ANB,Regional,Anniston
ANC,Ted Stevens Intl,Anchorage
AND,Regional,Anderson
ANE,Marce,Angers
ANF,Cerro Moreno,Antofagasta
ANG,Brie-Champniers,Angouleme
ANI,Aniak,Aniak
ANJ,Zanaga,Zanaga
ANK,Etimesgut,Ankara
ANL,Andulo,Andulo
ANM,Antsirabato,Antalaha
ANN,Annette Island,Annette Island
ANO,Angoche,Angoche
ANP,Lee,Annapolis
ANQ,Tri-State Steuben Co.,Angola
ANR,International,Antwerp
ANS,Andahuaylas,Andahuaylas
ANU,V.C. Bird Intl,Antigua
ANV,Anvik,Anvik
ANW,Regional,Ainsworth
ANX,Andoya,Andenes
ANY,Municipal,Anthony
ANZ,Angus Downs Station,Angus Downs Station
AOA,Aroa,Aroa
AOB,Annanberg,Annanberg
AOC,Nobitz,Altenburg
AOD,Abou Deia,Abou Deia
AOE,Anadolu,Eskisehir
AOG,Teng'ao,Anshan
AOH,Allen County,Lima
AOI,Falconara,Ancona
AOJ,Aomori,Aomori
AOK,Karpathos,Karpathos
AOL,Paso de los Libres,Paso de los Libres
AOM,Adam,Adam
AON,Arona,Arona
AOO,Blair County,Altoona
AOP,Alfredo V. Sara Bauer,Andoas
AOR,Sultan Abdul Halim,Alor Setar
AOS,Sea Plane Base,Amook Bay
AOT,Corrado Gex,Aosta
AOU,Attapeu,Attapeu
APA,Centennial,Denver
APB,Apolo,Apolo
APC,Napa County,Napa
APF,Municipal,Naples
APG,Phillips AAF,Aberdeen
APH,A.P. Hill AAF,Bowling Green
API,Luis F. Gomez Nino AB,Apiay
APK,Apataki,Apataki
APL,Nampula,Nampula
APN,Alpena County Regional,Alpena
APO,Carepa-A.R. Betancourt,Apartado
APP,Asapa,Asapa
APQ,Arapiraca,Arapiraca
APR,April River,April River
APS,Anapolis,Anapolis
APT,Marion County,Jasper
APU,Captain Joao Busse,Apucarana
APV,Apple Valley,Apple Valley
APW,Faleolo Intl,Apia
APX,Alberto Bertelli,Arapongas
APY,Alto Parnaiba,Alto Parnaiba
APZ,Zapala,Zapala
AQA,Bartolomeu de Gusmao,Araraquara
AQB,Quiche,Quiche
AQG,Tianzhushan,Anqing
AQI,Hafar al Batin,Qaisumah
AQJ,King Hussein Intl,Aqaba
AQM,Ariquemes,Ariquemes
AQP,Rodriguez Ballon Intl,Arequipa
AQS,Saqani,Saqani
AQY,Girdwood,Girdwood
ARA,Acadiana Regional,New Iberia
ARB,Municipal,Ann Arbor
ARC,Arctic Village,Arctic Village
ARD,Mali,Alor
ARE,Antonio Juarbe Pol,Arecibo
ARF,Acaricuara,Acaricuara
ARG,Regional,Walnut Ridge
ARH,Talagi,Arkhangelsk
ARI,Chacalluta,Arica
ARJ,Arso,Arso
ARK,Arusha,Arusha
ARL,Arly,Arly
ARM,Armidale,Armidale
ARN,Arlanda,Stockholm
ARO,Arboletes,Arboletes
ARP,Aragip,Aragip
ARQ,El Troncal,Arauquita
ARR,Alto Rio Senguer,Alto Rio Senguer
ARS,Aragarcas,Aragarcas
ART,International,Watertown
ARU,Dario Guarita,Aracatuba
ARV,Lakeland,Minocqua/Woodruff
ARW,Arad,Arad
ARX,Dragao do Mar,Aracati
ARY,Ararat,Ararat
ARZ,N'zeto,N'zeto
ASA,International,Assab
ASB,International,Ashgabat
ASC,Ascension,Ascension
ASD,International,Andros Town
ASE,Pitkin County,Aspen
ASF,Astrakhan,Astrakhan
ASG,Ashburton,Ashburton
ASH,Boire Field,Nashua
ASI,RAF Station,Ascension Island
ASJ,Amami,Amami
ASK,Yamoussoukro,Yamoussoukro
ASL,Harrison County,Marshall
ASM,International,Asmara
ASN,Municipal,Talladega
ASO,Asosa,Asosa
ASP,Airport,Alice Springs
ASQ,Austin,Austin
ASR,Erkilet,Kayseri
ASS,Arathusa Safari Lodge,Arathusa Safari Lodge
AST,Regional,Astoria
ASU,Silvio Pettirossi Intl,Asuncion
ASV,Amboseli,Amboseli
ASW,International,Aswan
ASX,John F. Kennedy Mem.,Ashland
ASY,Municipal,Ashley
ASZ,Asirim,Asirim
ATA,German Arias Graziani,Huaraz
ATB,Atbara,Atbara
ATC,Arthur's Town,Arthur's Town
ATD,Atoifi,Atoifi
ATE,Municipal,Antlers
ATF,Chachoan,Ambato
ATG,Minhas,Attock
ATH,Eleftherios Venizelos,Athens
ATI,Artigas,Artigas
ATJ,Antsirabe,Antsirabe
ATK,E.Burnell Sr Memorial,Atqasuk
ATL,Hartsfield-Jackson Int,Atlanta
ATM,Altamira,Altamira
ATN,Namatanai,Namatanai
ATO,Ohio University,Athens
ATP,Aitape Airstrip,Aitape
ATQ,Sri Guru Ram Dass Jee,Amritsar
ATR,International,Atar
ATS,Municipal,Artesia
ATT,Atmautluak,Atmautluak
ATU,Casco Cove CGS,Attu Island
ATV,Ati,Ati
ATW,International,Appleton
ATX,Atbasar,Atbasar
ATY,Regional,Watertown
ATZ,Asyut,Asyut
AUA,Reina Beatrix,Aruba
AUC,Santiago Perez Quiroz,Arauca
AUD,Augustus Downs,Augustus Downs
AUE,Abu Rudeis,Abu Rudeis
AUF,Branches,Auxerre
AUG,State,Augusta
AUH,International,Abu Dhabi
AUI,Aua Island,Aua Island
AUJ,Ambunti,Ambunti
AUK,Alakanuk,Alakanuk
AUL,Aur Island,Aur Island
AUM,Municipal,Austin
AUN,Municipal,Auburn
AUO,Auburn University Rgnl,Auburn
AUP,Agaun,Agaun
AUQ,Atuona,Hiva Oa
AUR,Aurillac,Aurillac
AUS,Austin-Bergstrom Intl,Austin
AUT,Atauro,Atauro
AUU,Aurukun,Aurukun
AUV,Aumo,Aumo
AUW,Downtown Apt,Wausau
AUX,Araguaina,Araguaina
AUY,Anatom Island,Anatom Island
AUZ,Municipal,Aurora
AVA,Huangguoshu,Anshun
AVB,Air Base,Aviano
AVG,Auvergne Station,Auvergne Station
AVI,Maximo Gomez,Ciego de Avila
AVK,Arvaikheer,Arvaikheer
AVL,Asheville Regional,Asheville/Hendersonv.
AVN,Caumont,Avignon
AVO,Executive,Avon Park
AVP,International,Wilkes-Barre/Scranton
AVR,Alverca,Alverca
AVU,Avu Avu,Avu Avu
AVV,Avalon,Melbourne
AVW,Marana Regional,Tucson
AVX,Catalina,Avalon
AWA,Awasa,Awasa
AWB,Awaba,Awaba
AWD,Aniwa Island,Aniwa Island
AWE,Alowe,Alowe
AWK,Wake Island,Wake Island
AWM,Municipal,West Memphis
AWN,Alton Downs,Alton Downs
AWP,Austral Downs Station,Austral Downs Station
AWR,Awar,Awar
AWZ,Ahwaz,Ahwaz
AXA,Clayton J. Lloyd Intl,Anguilla
AXB,Maxson Airfield,Alexandria Bay
AXC,Aramac,Aramac
AXD,Dimokritos,Alexandroupolis
AXE,Joao Winckler,Xanxere
AXF,Alxa Left Banner,Alxa Left Banner
AXG,Municipal,Algona
AXJ,Amakusa,Amakusa
AXK,Ataq,Ataq
AXL,Alexandria Station,Alexandria Station
AXM,El Eden Intl,Armenia
AXN,Chandler Field,Alexandria
AXO,Pantar,Alor
AXP,Spring Point,Spring Point
AXR,Arutua,Arutua
AXS,Quartz Mountain Rgnl,Altus
AXT,Akita,Akita
AXU,Axum,Axum
AXV,Neil Armstrong,Wapakoneta
AXX,Angel Fire,Angel Fire
AYA,El Cebruno,Ayapel
AYC,La Gloria,Ayacucho
AYD,Alroy Downs,Alroy Downs
AYG,Yaguara II,Yaguara II
AYI,Yari,Yari
AYK,Arkalyk,Arkalyk
AYL,Anthony Lagoon,Anthony Lagoon
AYM,Yas Island SPB,Abu Dhabi
AYN,Anyang,Anyang
AYO,Juan de Ayolas,Ayolas
AYP,Alfredo M. Duarte,Ayacucho
AYQ,Connellan,Ayers Rock
AYR,Ayr,Ayr
AYS,Ware County,Waycross
AYT,Antalya,Antalya
AYU,Aiyura,Aiyura
AYW,Ayawasi,Ayawasi
AYX,Gerardo Perez Pinedo,Atalaya
AYY,Arugam Bay SPB,Pottuvil
AZA,Mesa Gateway,Phoenix
AZB,Amazon Bay,Amazon Bay
AZD,Shahid Sadooghi,Yazd
AZG,Pablo L. Sidar,Apatzingan
AZI,Bateen,Abu Dhabi
AZJ,Dalu,Zhenjiang
AZL,Fazenda Tucunare,Sapezal
AZN,Andizhan,Andizhan
AZO,International,Kalamazoo/Battle Creek
AZP,Atizapan-Jimenez Cantu,Mexico City
AZR,Touat,Adrar
AZS,El Catey Intl,Samana
AZT,Zapatoca,Zapatoca
AZZ,Ambriz,Ambriz
BAA,Bialla,Bialla
BAB,Beale AFB,Marysville
BAC,Guadalito,Barranca de Upia
BAD,Barksdale AFB,Shreveport
BAE,St-Pons,Barcelonnette
BAF,Westfield-Barnes Rgnl,Springfield
BAG,Loakan,Baguio
BAH,International,Bahrain
BAI,Buenos Aires,Buenos Aires
BAJ,Bali,Bali
BAK,Metropolitan Area,Baku
BAL,Batman,Batman
BAM,Battle Mountain,Battle Mountain
BAN,Basongo,Basongo
BAP,Baibara,Baibara
BAQ,Ernesto Cortissoz Intl,Barranquilla
BAR,Bo'ao,Qionghai
BAS,Balalae,Balalae
BAT,Chafei Amsei,Barretos
BAV,Erliban,Baotou
BAW,Biawonque,Biawonque
BAX,Barnaul,Barnaul
BAY,Baia Mare,Baia Mare
BAZ,Barcelos,Barcelos
BBA,Balmaceda,Balmaceda
BBB,Municipal,Benson
BBC,Municipal,Bay City
BBD,Curtis Field,Brady
BBG,Butaritari,Butaritari
BBH,Barth,Stralsund
BBI,Biju Patnaik,Bhubaneshwar
BBJ,Bitburg,Bitburg
BBK,Kasane,Kasane
BBL,Ballera,Ballera
BBM,Battambang,Battambang
BBN,Bario,Bario
BBO,Berbera,Berbera
BBP,Bembridge,Bembridge
BBQ,Codrington,Barbuda
BBR,Baillif,Basse-Terre
BBS,Blackbushe,Blackbushe
BBT,Berberati,Berberati
BBU,Baneasa - Aurel Vlaicu,Bucharest
BBV,Nero-Mer,Grand Bereby
BBW,Municipal,Broken Bow
BBX,Wings Field,Philadelphia
BBY,Bambari,Bambari
BBZ,Zambezi,Zambezi
BCA,Gustavo Rizo,Baracoa
BCB,Virginia Tech,Blacksburg
BCC,Bear Creek 3,Bear Creek
BCD,Silay International,Bacolod
BCE,Bryce Canyon,Bryce Canyon
BCF,Bouca,Bouca
BCG,Bemichi,Bemichi
BCH,Cakung,Baucau
BCI,Barcaldine,Barcaldine
BCK,Bolwarra,Bolwarra
BCL,Barra del Colorado,Barra del Colorado
BCM,Bacau,Bacau
BCN,Airport,Barcelona
BCO,Bako,Jinka
BCP,Bambu,Bambu
BCQ,Brach,Brach
BCR,Novo Campo,Boca do Acre
BCS,Southern Seaplane Apt,Belle Chasse
BCT,Boca Raton,Boca Raton
BCU,Bauchi,Bauchi
BCV,Hector Silva,Belmopan
BCW,Benguerra Island,Benguerra Island
BCX,Beloretsk,Beloretsk
BCY,Bulchi,Bulchi
BCZ,Bickerton Island,Bickerton Island
BDA,L.F Wade International,Bermuda
BDB,Bundaberg,Bundaberg
BDC,Barra do Corda,Barra do Corda
BDD,Badu Island,Badu Island
BDE,International,Baudette
BDF,Rinkenberger,Bradford
BDG,Municipal,Blanding
BDH,Bandar Lengeh,Bandar Lengeh
BDI,Bird Island,Bird Island
BDJ,Syamsudin Noor,Banjarmasin
BDK,Soko,Bondoukou
BDL,Bradley International,Hartford
BDL,Bradley International,Springfield
BDM,Bandirma,Bandirma
BDN,Talhar,Badin
BDO,Husein Sastranegara,Bandung
BDP,Chandragadhi,Bhadrapur
BDQ,Vadodara,Vadodara
BDR,Igor I. Sikorsky Mem.,Bridgeport
BDS,Casale,Brindisi
BDT,Gbadolite,Gbadolite
BDU,Bardufoss,Bardufoss
BDV,Moba,Moba
BDW,Bedford Downs,Bedford Downs
BDX,Broadus,Broadus
BDY,State,Bandon
BDZ,Baindoung,Baindoung
BEA,Bereina,Bereina
BEB,Benbecula,Benbecula
BEC,Beech Factory Apt,Wichita
BED,Laurence G Hanscom Fld,Bedford
BEE,Beagle Bay,Beagle Bay
BEF,Bluefields,Bluefields
BEG,Nikola Tesla,Belgrade
BEH,Southwest Michigan Rgl,Benton Harbor
BEI,Beica,Beica
BEJ,Kalimarau,Tanjung Redeb
BEK,Bareilly,Bareilly
BEL,Val de Cans Intl,Belem
BEM,National,Beni Mellal
BEN,Benina Intl,Benghazi
BEO,Aeropelican,Newcastle
BEP,Bellary,Bellary
BEQ,Honington RAF,Bury St Edmunds
BER,Brandenburg,Berlin
BES,Bretagne,Brest
BET,Airport,Bethel
BEU,Bedourie,Bedourie
BEV,Beersheba,Beersheba
BEW,Beira,Beira
BEX,RAF Station,Benson
BEY,Rafic Hariri Intl,Beirut
BEZ,Beru,Beru
BFA,Bahia Negra,Bahia Negra
BFC,Bloomfield River,Bloomfield River
BFD,Regional,Bradford
BFE,Windelsbleiche,Bielefeld
BFF,Western Nebraska Rgnl,Scottsbluff
BFG,Bullfrog Basin,Glen Canyon
BFH,Bacacheri,Curitiba
BFI,Boeing Fld-King Co Int,Seattle
BFJ,Bijie,Bijie
BFK,Aurora/Buckley AFB,Denver
BFL,Meadows Field,Bakersfield
BFM,Downtown Arpt,Mobile
BFN,International,Bloemfontein
BFO,Buffalo Range,Chiredzi
BFP,Beaver County,Beaver Falls
BFQ,Bahia Pina,Bahia Pina
BFR,Virgil I Grissom Muni,Bedford
BFS,International,Belfast
BFT,Beaufort County,Beaufort
BFU,Bengbu,Bengbu
BFV,Buriram,Buriram
BFW,Sidi Bel Abbes,Sidi Bel Abbes
BFX,Bafoussam,Bafoussam
BGA,Palonegro Intl,Bucaramanga
BGB,Booue,Booue
BGC,Braganca,Braganca
BGD,Hutchinson County,Borger
BGE,Decatur Co Ind. Air Pk,Bainbridge
BGF,Mpoko Intl,Bangui
BGG,Bingol,Bingol
BGH,Abbaye,Bogue
BGI,Grantley Adams Intl,Bridgetown
BGJ,Borgarfjordur eystri,Borgarfjordur eystri
BGK,Big Creek,Big Creek
BGL,Balewa,Baglung
BGM,Greater Binghamton,Binghamton
BGN,Belaya Gora,Belaya Gora
BGO,Flesland,Bergen
BGP,Bongo,Bongo
BGQ,Big Lake,Big Lake
BGR,International,Bangor
BGT,Bagdad,Bagdad
BGU,Bangassou,Bangassou
BGV,Bento Goncalves,Bento Goncalves
BGW,International,Baghdad
BGX,Gustavo Kraemer,Bage
BGY,Bergamo/Orio al Serio,Milan
BGZ,Braga,Braga
BHA,Los Perales,Bahia de Caraquez
BHB,Hancock County,Bar Harbor
BHD,George Best City Apt,Belfast
BHE,Woodbourne,Blenheim
BHF,Cupica,Cupica
BHG,Brus Laguna,Brus Laguna
BHH,Bisha,Bisha
BHI,Comandante Espora,Bahia Blanca
BHJ,Shyamji Krishna Verma,Bhuj
BHK,International,Bukhara
BHL,Bahia de los Angeles,Bahia de los Angeles
BHM,Shuttlesworth Intl,Birmingham
BHN,Beihan,Beihan
BHO,Raja Bhoj,Bhopal
BHP,Bhojpur,Bhojpur
BHQ,Broken Hill,Broken Hill
BHR,Bharatpur,Bharatpur
BHS,Bathurst,Bathurst
BHT,Brighton Downs,Brighton Downs
BHU,Bhavnagar,Bhavnagar
BHV,Bahawalpur,Bahawalpur
BHW,Bhagatanwala,Sargodha
BHX,Airport,Birmingham
BHY,Fucheng,Beihai
BHZ,Metropolitan Area,Belo Horizonte
BIA,Poretta,Bastia
BIB,Baidoa,Baidoa
BIC,En Mer,Belle Ile
BID,State,Block Island
BIE,Municipal,Beatrice
BIF,Biggs AAF,El Paso
BIG,Allen AAF,Delta Junction
BIH,Eastern Sierra Rgnl,Bishop
BII,Enyu,Bikini Atoll
BIJ,Biliau,Biliau
BIK,Frans Kaisiepo,Biak
BIL,Logan Intl,Billings
BIM,South Bimini,Bimini
BIN,Bamyan,Bamyan
BIO,Airport,Bilbao
BIP,Bulimba,Bulimba
BIQ,Pays Basque,Biarritz
BIR,Biratnagar,Biratnagar
BIS,Municipal,Bismarck
BIT,Patan,Baitadi
BIU,Bildudalur,Bildudalur
BIV,Bria,Bria
BIW,Billiluna,Billiluna
BIX,Keesler AFB,Gulfport/Biloxi
BIY,Bhisho,Bhisho
BIZ,Bimin,Bimin
BJA,Soummam-Abane Ramdane,Bejaia
BJB,Bojnurd,Bojnurd
BJC,Rocky Mountain Metrop.,Denver
BJD,Bakkafjordur,Bakkafjordur
BJE,Baleela,Baleela
BJF,Batsfjord,Batsfjord
BJG,Mopait,Kota Mobagu
BJH,Bajhang,Bajhang
BJI,Regional,Bemidji
BJJ,Wayne County,Wooster
BJK,Benjina,Nangasuri Aru Island
BJL,International,Banjul
BJM,International,Bujumbura
BJN,Bajone,Bajone
BJO,Bermejo,Bermejo
BJP,Arthur Siqueira,Braganca Paulista
BJQ,Bahja,Bahja
BJR,Bahar Dar,Bahar Dar
BJS,Metropolitan Area,Beijing
BJT,Bentota River SPB,Bentota
BJU,Bajura,Bajura
BJV,Milas,Bodrum
BJW,Soa,Bajawa
BJX,Del Bajio Intl,Leon/Guanajuato
BJY,Batajnica,Belgrade
BJZ,Airport,Badajoz
BKB,Nal,Bikaner
BKC,Buckland,Buckland
BKD,Stephens County,Breckenridge
BKE,Municipal,Baker City
BKF,Lake Brooks SPB,Katmai National Park
BKG,Branson Apt,Branson
BKH,Barking Sands,Kekaha
BKI,International,Kota Kinabalu
BKJ,Baralande,Boke
BKK,Suvarnabhumi Int'l,Bangkok
BKL,Burke Lakefront,Cleveland
BKM,Bakelalan,Bakelalan
BKN,Balkanabat,Balkanabat
BKO,Senou Intl,Bamako
BKP,Barkly Downs,Barkly Downs
BKQ,Blackall,Blackall
BKR,Bokoro,Bokoro
BKS,Fatmawati Soekarno,Bengkulu
BKT,Blackstone AAF,Blackstone/Ft Pickett
BKU,Betioky,Betioky
BKV,Bailing,Damao Banner
BKW,Raleigh County Mem.,Beckley
BKX,Regional,Brookings
BKY,Kavumu,Bukavu
BKZ,Bukoba,Bukoba
BLA,J.A. Anzoategui Intl,Barcelona
BLB,Panama Pacifico,Balboa
BLC,Bali,Bali
BLD,Boulder City Municipal,Las Vegas
BLE,Dala,Borlange/Falun
BLF,Bailing,Bluefield/Princeton
BLG,Belaga,Belaga
BLH,Blythe,Blythe
BLI,International,Bellingham
BLJ,Mostepha Ben Boulaid,Batna
BLK,Blackpool,Blackpool
BLL,Billund,Billund
BLM,Monmouth Executive,Belmar/Farmingdale
BLN,Benalla,Benalla
BLO,Blonduos,Blonduos
BLP,Huallaga,Bellavista
BLQ,Guglielmo Marconi,Bologna
BLR,Kempegowda Intl,Bengaluru
BLS,Bollon,Bollon
BLT,Blackwater,Blackwater
